a11y-audit.md                                           | "扫描前端项目中 WCAG 2.2 无障碍违规并修复。用法: /a11y-audit [路径]"
wiki-init.md                                            | 使用三层结构、schema 文件和启动模板引导全新的 LLM Wiki 仓库。用法: /wiki-init <path> --topic "<topic>" [--tool all|claude-code|codex|cursor|antigravity]
wiki-lint.md                                            | 对 LLM Wiki 仓库运行健康检查——机械检查（孤立页面、失效链接、过期页面、缺少 frontmatter、日志空缺、重复）以及语义检查（矛盾、交叉引用缺失、缺少独立页面的概念）。输出带建议措施的 Markdown 报告。用法: /wiki-lint [--stale-days N] [--log-gap-days N]
wiki-log.md                                             | 显示 LLM Wiki 日志 (wiki/log.md) 中的最近条目。使用标准化的 ## [YYYY-MM-DD] 标题格式，以便 grep + tail 正常使用。用法: /wiki-log [--last N] [--op ingest|query|lint|...]
wiki-query.md                                           | 查询 LLM Wiki — 先读取 index.md，深入 3-10 个相关页面，合成带有内联 [[wikilink]] 引用的答案，并提供将答案归档为新的比较或综合页面的选项。用法: /wiki-query "<question>"
wiki.md                                                 | "OMC wiki 兼容命令——在不加载完整技能描述的情况下提供 /oh-my-claudecode:wiki 命令"
workspace.md                                            | "保存/恢复工作上下文（分支、diff、修改的文件），在会话间无缝切换"
write-plan.md                                           | "已弃用——请改用 superpowers:writing-plans 技能"
writer-memory.md                                        | "OMC writer-memory 兼容命令——在不加载完整技能描述的情况下提供 /oh-my-claudecode:writer-memory 命令"
writing-beats.md                                        | "将文章塑造为"节拍之旅"——采用互动小说的选择分支方式，逐节拍推进直至文章自然完成。"
writing-fragments.md                                    | "深度挖掘用户的写作碎片 - 主张、片段、半成品想法 - 通过烧烤式对话提炼素材"
writing-great-skills.md                                 | "编写和编辑技能的参考资料 - 可预测性、调用模式、设计原则、红标检查清单"
writing-shape.md                                        | "将原始材料通过对话式会话塑形为文章 - 从零散输入到完整输出"
